Timestamp,Which year are you in?,How are you feeling right now?,"On a scale of 1-100, how would you express this feeling?",Gender,Age,Your location ?,Relationship status,Are you happy with your financial state?,How much have you succeeded to cope up with the environment of your educational institution?,Understanding with your family members?,Are you feeling pressure in your study or work right now?,Are you satisfied with your academic result?,Are you happy with your living place?,Who supports you when you are not succeeding in your academic life?,Have you used any social media within the last 6 hours?,Do you have inferiority complex? ,Are you satisfied with your meal today?,Are you feeling sick/health issues today?,"Have you done any recreational activity (sports, gaming, hobby etc.) today?",How long did you sleep last night?(in hours)
2/15/2021 23:06:10,3rd year,Bad,25,Male,22,Mosque,Single,Yes,2,Bad,Yes,No,No,Friends,Not applicable,No,Yes,Yes,No,5
2/15/2021 23:08:10,4th year,Very good,92,Male,23,Home,Single,Yes,4,Good,No,No,Yes,Friends,Yes,No,Yes,No,Yes,6
2/15/2021 23:11:10,2nd year,Normal,55,Male,21,Aunt's House,Single,No,4,Normal,Yes,Yes,Yes,Family,No,No,Yes,No,No,8
2/15/2021 23:13:11,2nd year,Bad,42,Male,21,Department,Single,Yes,2,Bad,Yes,No,No,Friends,No,Yes,Yes,Yes,No,3
2/15/2021 23:16:11,3rd year,Good,74,Male,22,Hall-Mess,Single,Yes,3,Normal,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,6
2/15/2021 23:19:11,4th year,Bad,42,Male,23,Playground,Single,Yes,1,Good,Yes,No,Yes,Family,Not applicable,Maybe,Yes,Yes,No,4
2/15/2021 23:21:11,1st year,Very good,98,Male,20,Cousin's House,Single,Yes,5,Normal,No,No,Yes,Not applicable,No,No,Yes,No,No,10
2/15/2021 23:23:11,3rd year,Good,77,Male,22,Cousin's House,Single,Yes,4,Normal,No,No,Yes,Friends,No,No,Yes,No,No,6
2/15/2021 23:25:11,2nd year,Bad,34,Male,21,Playground,Single,Yes,2,Bad,Yes,No,No,Not applicable,No,Yes,Neutral,No,No,4
2/15/2021 23:28:11,4th year,Good,82,Male,23,Town,Single,Yes,4,Good,No,No,Yes,Family,No,No,Yes,No,No,10
2/15/2021 23:31:11,1st year,Very bad,8,Male,20,Tour,Single,Yes,2,Bad,Yes,No,No,Friends,Not applicable,Maybe,No,Yes,No,3
2/15/2021 23:34:11,4th year,Very bad,5,Male,23,Town,Single,Yes,2,Bad,Yes,No,Yes,Family,No,Yes,No,Yes,Yes,7
2/15/2021 23:36:12,3rd year,Good,87,Male,22,Restaurant,Single,Yes,3,Normal,No,No,Yes,Friends,Yes,No,Yes,No,No,8
2/15/2021 23:39:12,2nd year,Normal,55,Male,21,Playground,Single,No,5,Good,Yes,Yes,Yes,Friends,No,Maybe,Yes,Yes,Yes,6
2/15/2021 23:41:12,3rd year,Very good,100,Male,22,Home,Single,Yes,5,Normal,No,Yes,Yes,Friends,Yes,No,Neutral,No,Yes,6
2/15/2021 23:43:12,2nd year,Good,86,Male,21,Aunt's House,Single,Yes,5,Good,No,Yes,Yes,Family,No,No,Yes,No,Yes,6
2/15/2021 23:45:12,1st year,Normal,68,Male,20,Mosque,Single,No,5,Normal,No,Yes,Yes,Family,No,Maybe,Yes,No,No,8
2/15/2021 23:48:12,1st year,Normal,68,Male,20,Friend's House,Single,Yes,5,Normal,No,No,No,Family,No,Maybe,Yes,No,Yes,7
2/15/2021 23:51:12,1st year,Very good,96,Male,20,Friend's House,Single,Yes,3,Normal,No,No,Yes,Not applicable,No,No,Neutral,No,No,10
2/15/2021 23:54:13,4th year,Good,84,Male,23,Tour,Single,Yes,5,Good,No,No,Yes,Family,No,No,Yes,No,No,10
2/15/2021 23:56:13,2nd year,Normal,69,Male,21,Aunt's House,Single,Yes,5,Good,No,No,No,Friends,Yes,No,Yes,Yes,No,8
2/15/2021 23:59:13,1st year,Normal,69,Male,20,Restaurant,Single,No,5,Good,No,No,No,Friends,Yes,No,Neutral,No,No,6
2/16/2021 0:02:13,3rd year,Bad,41,Male,22,Friend's House,Single,No,2,Bad,Yes,No,Yes,Friends,Not applicable,Maybe,No,Yes,Yes,5
2/16/2021 0:04:13,2nd year,Very good,90,Male,21,Tour,Single,Yes,4,Normal,No,No,Yes,Friends,Yes,No,Neutral,No,No,6
2/16/2021 0:07:13,1st year,Bad,44,Male,20,Tour,Single,No,3,Good,Yes,Yes,Yes,Not applicable,Not applicable,Maybe,Neutral,No,Yes,5
2/16/2021 0:09:13,2nd year,Very bad,19,Male,21,Mosque,Single,Yes,2,Normal,Yes,Yes,No,Not applicable,No,Maybe,No,No,No,7
2/16/2021 0:11:13,1st year,Bad,27,Male,20,Sister's House,Single,No,3,Good,Yes,No,Yes,Not applicable,No,No,Yes,Yes,No,4
2/16/2021 0:13:13,1st year,Good,80,Male,20,Cousin's House,Single,Yes,5,Good,No,No,Yes,Friends,No,No,Neutral,No,No,7
2/16/2021 0:16:13,4th year,Bad,22,Male,23,Friend's House,Single,No,1,Good,Yes,Yes,Yes,Family,No,Maybe,Yes,No,Yes,7
2/16/2021 0:19:14,1st year,Good,79,Male,20,Cousin's House,Single,Yes,4,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,No,8
2/16/2021 0:22:14,1st year,Very bad,15,Male,20,Town,Single,No,2,Bad,Yes,No,Yes,Not applicable,Not applicable,Maybe,Yes,No,Yes,7
2/16/2021 0:25:14,2nd year,Bad,33,Male,21,Home,Single,Yes,3,Bad,Yes,No,No,Family,Not applicable,Yes,Yes,Yes,No,3
2/16/2021 0:27:14,2nd year,Bad,44,Male,21,Town,Single,No,2,Good,Yes,No,No,Family,No,Maybe,Yes,Yes,Yes,3
2/16/2021 0:29:14,1st year,Normal,57,Male,20,Hall-Mess,Single,Yes,3,Normal,Yes,No,Yes,Not applicable,Not applicable,Maybe,Neutral,No,No,8
2/16/2021 0:31:14,3rd year,Normal,51,Male,22,Sister's House,Single,No,4,Normal,Yes,No,Yes,Not applicable,Yes,Maybe,Neutral,Yes,Yes,8
2/16/2021 0:34:14,4th year,Bad,43,Male,23,Town,Single,No,1,Good,Yes,No,Yes,Friends,Yes,No,No,No,No,5
2/16/2021 0:37:14,4th year,Very good,92,Male,23,Hall-Mess,Single,Yes,5,Normal,No,No,Yes,Family,Not applicable,No,Yes,No,No,10
2/16/2021 0:40:14,2nd year,Good,78,Male,21,Department,Single,Yes,5,Good,No,Yes,Yes,Family,No,No,Neutral,No,No,6
2/16/2021 0:43:15,1st year,Very good,99,Male,20,Friend's House,Single,Yes,3,Normal,No,No,Yes,Friends,Not applicable,No,Neutral,No,No,6
2/16/2021 0:46:15,4th year,Very good,90,Male,23,Mosque,Single,Yes,5,Good,No,No,Yes,Friends,Not applicable,No,Yes,No,No,7
2/16/2021 0:48:15,1st year,Good,72,Male,20,Playground,Single,Yes,5,Good,No,Yes,Yes,Friends,Yes,No,Neutral,No,Yes,8
2/16/2021 0:50:15,2nd year,Normal,60,Male,21,Cousin's House,Single,Yes,5,Normal,Yes,No,Yes,Not applicable,Not applicable,Maybe,Neutral,Yes,No,7
2/16/2021 0:52:15,4th year,Very good,91,Male,23,Playground,Single,Yes,3,Normal,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,10
2/16/2021 0:55:15,1st year,Very bad,7,Male,20,Department,Single,No,2,Good,Yes,No,Yes,Friends,No,Maybe,Yes,No,No,4
2/16/2021 0:58:15,1st year,Very bad,9,Male,20,Hall-Mess,Single,No,1,Normal,Yes,Yes,Yes,Family,No,Maybe,No,No,No,7
2/16/2021 1:00:15,2nd year,Bad,36,Male,21,Playground,Single,No,3,Bad,Yes,No,No,Family,Not applicable,Maybe,Yes,No,No,3
2/16/2021 1:02:16,2nd year,Good,82,Male,21,Playground,Single,Yes,3,Normal,No,No,Yes,Friends,Not applicable,No,Neutral,No,Yes,7
2/16/2021 1:04:16,2nd year,Good,74,Male,21,Department,Single,Yes,5,Normal,No,Yes,Yes,Not applicable,Yes,No,Yes,No,No,10
2/16/2021 1:07:16,3rd year,Bad,47,Male,22,Aunt's House,Single,No,3,Bad,Yes,No,No,Not applicable,No,No,Yes,Yes,No,3
2/16/2021 1:10:16,1st year,Good,81,Male,20,Mosque,Single,Yes,4,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
2/16/2021 1:12:16,2nd year,Bad,28,Male,21,Restaurant,Single,No,2,Good,Yes,No,Yes,Friends,Yes,No,Neutral,Yes,Yes,5
2/16/2021 1:14:16,1st year,Good,70,Male,20,Restaurant,Single,Yes,3,Normal,No,No,Yes,Friends,No,No,Neutral,No,No,9
2/16/2021 1:17:16,2nd year,Very bad,16,Male,21,Mosque,Single,Yes,2,Bad,Yes,No,Yes,Family,Yes,Maybe,Yes,Yes,Yes,4
2/16/2021 1:19:16,4th year,Very bad,17,Male,23,Friend's House,Single,Yes,3,Bad,Yes,No,Yes,Family,Not applicable,Yes,No,No,Yes,4
2/16/2021 1:22:17,3rd year,Normal,60,Male,22,Town,Single,Yes,4,Good,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,8
2/16/2021 1:25:17,2nd year,Good,74,Male,21,Restaurant,Single,Yes,5,Normal,No,Yes,Yes,Friends,Yes,No,Neutral,No,No,9
2/16/2021 1:28:17,2nd year,Very bad,17,Male,21,Department,Single,Yes,2,Bad,Yes,Yes,No,Family,Not applicable,Maybe,Yes,No,Yes,5
2/16/2021 1:31:17,2nd year,Very good,92,Male,21,Sister's House,Single,Yes,3,Good,No,No,Yes,Friends,No,No,Yes,No,Yes,7
2/16/2021 1:33:17,4th year,Bad,44,Male,23,Department,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,Yes,Yes,6
2/16/2021 1:36:17,2nd year,Good,83,Male,21,Hall-Mess,Single,Yes,5,Good,No,No,Yes,Not applicable,Yes,No,Neutral,No,No,6
2/16/2021 1:39:17,1st year,Good,87,Male,20,Playground,Single,Yes,4,Normal,No,No,Yes,Family,Not applicable,No,Neutral,No,No,8
2/16/2021 1:41:18,4th year,Very good,99,Male,23,Sister's House,Single,Yes,3,Good,No,No,Yes,Family,Not applicable,No,Neutral,No,Yes,6
2/16/2021 1:43:18,1st year,Very bad,10,Male,20,Friend's House,Single,No,3,Bad,Yes,Yes,No,Not applicable,No,No,No,Yes,Yes,5
2/16/2021 1:45:18,1st year,Normal,57,Male,20,Sister's House,Single,No,5,Good,No,Yes,No,Not applicable,Yes,No,Neutral,Yes,No,7
2/16/2021 1:48:18,2nd year,Very good,97,Male,21,Friend's House,Single,Yes,4,Normal,No,No,Yes,Friends,Not applicable,No,Yes,No,No,7
2/16/2021 1:50:18,1st year,Normal,56,Male,20,Tour,Single,No,3,Normal,Yes,Yes,No,Friends,Not applicable,Maybe,Yes,No,Yes,6
2/16/2021 1:53:18,1st year,Very bad,6,Male,20,Hall-Mess,Single,No,2,Good,Yes,No,No,Family,No,No,Yes,Yes,Yes,6
2/16/2021 1:55:18,3rd year,Bad,35,Male,22,Hall-Mess,Single,No,3,Normal,Yes,Yes,No,Friends,Not applicable,Yes,Neutral,Yes,No,6
2/16/2021 1:58:18,3rd year,Normal,65,Male,22,Department,Single,Yes,3,Good,Yes,Yes,No,Not applicable,No,Maybe,Yes,No,Yes,7
2/16/2021 2:00:18,4th year,Normal,52,Male,23,Hall-Mess,Single,No,5,Good,Yes,Yes,Yes,Friends,Yes,No,Neutral,No,Yes,7
2/16/2021 2:03:19,4th year,Bad,24,Male,23,Playground,Single,Yes,2,Normal,Yes,Yes,Yes,Family,Not applicable,No,No,Yes,Yes,6
2/16/2021 2:05:19,2nd year,Very bad,16,Male,21,Department,Single,Yes,1,Normal,Yes,No,Yes,Friends,Yes,No,Neutral,Yes,Yes,7
2/16/2021 2:08:19,1st year,Very bad,7,Male,20,Hall-Mess,Single,Yes,2,Good,Yes,Yes,Yes,Friends,Yes,Maybe,Yes,Yes,Yes,6
2/16/2021 2:10:19,1st year,Normal,56,Male,20,Sister's House,Single,No,4,Normal,Yes,No,Yes,Friends,No,No,Neutral,Yes,No,6
2/16/2021 2:13:19,1st year,Very good,97,Male,20,Department,Single,Yes,3,Normal,No,Yes,Yes,Friends,No,No,Yes,No,No,8
2/16/2021 2:16:19,3rd year,Normal,53,Male,22,Department,Single,No,3,Good,No,Yes,Yes,Family,Yes,Maybe,Yes,Yes,No,7
2/16/2021 2:19:19,4th year,Very bad,14,Male,23,Sister's House,Single,No,1,Normal,Yes,Yes,Yes,Family,Not applicable,No,No,No,No,7
2/16/2021 2:21:19,4th year,Bad,49,Male,23,Tour,Single,Yes,2,Good,Yes,No,Yes,Friends,No,Maybe,Neutral,Yes,No,7
2/16/2021 2:23:20,2nd year,Good,73,Male,21,Mosque,Single,Yes,5,Good,No,Yes,Yes,Family,Not applicable,No,Yes,No,No,7
2/16/2021 2:25:20,1st year,Very good,92,Male,20,Mosque,Single,Yes,3,Good,No,No,Yes,Not applicable,Yes,No,Yes,No,No,7
2/16/2021 2:28:20,1st year,Normal,59,Male,20,Tour,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,Yes,8
2/16/2021 2:30:20,1st year,Very good,92,Male,20,Cousin's House,Single,Yes,4,Good,No,Yes,Yes,Family,No,No,Neutral,No,Yes,6
2/16/2021 2:33:20,1st year,Good,81,Male,20,Friend's House,Single,Yes,4,Good,No,Yes,Yes,Not applicable,Not applicable,No,Yes,No,No,7
2/16/2021 2:35:20,4th year,Very bad,12,Male,23,Friend's House,Single,No,2,Bad,Yes,Yes,Yes,Family,Yes,Yes,Neutral,Yes,Yes,5
2/16/2021 2:37:20,2nd year,Very good,98,Male,21,Aunt's House,Single,Yes,5,Normal,No,No,Yes,Family,Not applicable,No,Neutral,No,No,7
2/16/2021 2:39:20,4th year,Very good,100,Male,23,Sister's House,Single,Yes,5,Normal,No,No,Yes,Friends,Yes,No,Yes,No,No,7
2/16/2021 2:41:20,2nd year,Very bad,8,Male,21,Town,Single,No,1,Bad,Yes,No,Yes,Not applicable,Not applicable,No,No,Yes,No,6
2/16/2021 2:43:21,3rd year,Bad,30,Male,22,Tour,Single,No,2,Bad,Yes,No,Yes,Not applicable,No,Yes,Yes,No,Yes,7
2/16/2021 2:46:21,3rd year,Good,83,Male,22,Town,Single,Yes,5,Normal,No,No,Yes,Family,Yes,No,Neutral,No,Yes,10
2/16/2021 2:49:21,1st year,Very bad,4,Male,20,Mosque,Single,No,2,Normal,Yes,Yes,No,Family,Yes,Maybe,Yes,No,No,7
2/16/2021 2:52:21,3rd year,Normal,51,Male,22,Mosque,Single,No,3,Good,No,Yes,Yes,Family,Not applicable,Maybe,Yes,No,No,6
2/16/2021 2:55:21,4th year,Very bad,14,Male,23,Home,Single,Yes,3,Normal,Yes,Yes,No,Family,Not applicable,Maybe,Neutral,Yes,Yes,5
2/16/2021 2:58:21,2nd year,Normal,64,Male,21,Playground,Single,Yes,4,Normal,Yes,No,No,Not applicable,Yes,No,Yes,Yes,No,7
2/16/2021 3:00:22,1st year,Good,78,Male,20,Tour,Single,Yes,5,Good,No,Yes,Yes,Friends,No,No,Yes,No,No,6
2/16/2021 3:02:22,2nd year,Very good,90,Male,21,Playground,Single,Yes,4,Good,No,No,Yes,Family,Yes,No,Yes,No,Yes,10
2/16/2021 3:04:22,3rd year,Very good,99,Male,22,Mosque,Single,Yes,5,Good,No,No,Yes,Not applicable,No,No,Neutral,No,Yes,8
2/16/2021 3:07:22,2nd year,Very good,94,Male,21,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Not applicable,No,No,Yes,No,No,9
2/16/2021 3:10:22,3rd year,Good,79,Male,22,Department,Single,Yes,4,Normal,No,Yes,Yes,Family,No,No,Yes,No,Yes,10
2/16/2021 3:12:22,2nd year,Very bad,8,Male,21,Hall-Mess,Single,Yes,3,Bad,Yes,No,No,Not applicable,No,Maybe,Neutral,Yes,Yes,3
2/16/2021 3:14:22,4th year,Very bad,12,Male,23,Playground,Single,No,2,Normal,Yes,Yes,No,Friends,Yes,Maybe,No,No,No,5
2/16/2021 3:17:23,3rd year,Very bad,5,Male,22,Cousin's House,Single,No,3,Normal,Yes,Yes,Yes,Not applicable,Yes,No,Yes,Yes,No,7
2/16/2021 3:19:22,3rd year,Very good,91,Male,22,Playground,Single,Yes,4,Good,No,Yes,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,9
2/16/2021 3:21:22,4th year,Bad,35,Male,23,Department,Single,Yes,2,Bad,Yes,Yes,Yes,Family,Yes,Yes,No,No,No,3
2/16/2021 3:24:22,4th year,Very bad,14,Male,23,Hall-Mess,Single,Yes,1,Good,Yes,No,Yes,Family,Not applicable,No,Yes,No,Yes,6
2/16/2021 3:27:23,1st year,Bad,28,Male,20,Playground,Single,No,3,Bad,Yes,No,No,Not applicable,No,Yes,Neutral,No,No,5
2/16/2021 3:29:23,3rd year,Normal,65,Male,22,Playground,Single,No,5,Good,No,No,No,Not applicable,Yes,No,Yes,No,No,6
2/16/2021 3:32:23,4th year,Bad,46,Male,23,Department,Single,Yes,1,Good,Yes,Yes,Yes,Family,Yes,Maybe,Yes,No,No,6
2/16/2021 3:34:23,1st year,Good,87,Male,20,Aunt's House,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,6
2/16/2021 3:37:23,1st year,Very good,90,Male,20,Mosque,Single,Yes,5,Good,No,Yes,Yes,Friends,No,No,Neutral,No,No,8
2/16/2021 3:39:23,3rd year,Good,76,Male,22,Restaurant,Single,Yes,4,Normal,No,Yes,Yes,Friends,Not applicable,No,Neutral,No,No,6
2/16/2021 3:42:23,1st year,Good,77,Male,20,Restaurant,Single,Yes,4,Normal,No,Yes,Yes,Not applicable,No,No,Neutral,No,No,7
2/16/2021 3:45:23,4th year,Normal,58,Male,23,Playground,Single,No,3,Normal,No,No,Yes,Friends,Not applicable,No,Neutral,No,No,6
2/16/2021 3:47:24,3rd year,Very good,100,Male,22,Restaurant,Single,Yes,5,Good,No,Yes,Yes,Family,Not applicable,No,Yes,No,Yes,6
2/16/2021 3:50:24,3rd year,Normal,65,Male,22,Playground,Single,Yes,3,Normal,No,No,Yes,Friends,Yes,Maybe,Neutral,Yes,No,7
2/16/2021 3:52:24,3rd year,Very good,96,Male,22,Restaurant,Single,Yes,5,Good,No,Yes,Yes,Family,Not applicable,No,Neutral,No,No,7
2/16/2021 3:55:24,2nd year,Very bad,19,Male,21,Cousin's House,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,No,Yes,No,3
2/16/2021 3:57:24,2nd year,Very good,97,Male,21,Friend's House,Single,Yes,5,Good,No,Yes,Yes,Family,Not applicable,No,Neutral,No,Yes,8
2/16/2021 4:00:24,2nd year,Bad,49,Male,21,Playground,Single,No,3,Normal,Yes,No,No,Family,Yes,Maybe,Neutral,No,No,4
2/16/2021 4:02:24,2nd year,Good,86,Male,21,Mosque,Single,Yes,4,Good,No,No,Yes,Friends,Yes,No,Neutral,No,Yes,7
2/16/2021 4:04:25,3rd year,Very bad,16,Male,22,Home,Single,No,2,Bad,Yes,Yes,No,Not applicable,Yes,Maybe,Neutral,No,No,7
2/16/2021 4:06:25,1st year,Very good,98,Male,20,Friend's House,Single,Yes,3,Normal,No,No,Yes,Not applicable,No,No,Yes,No,No,10
2/16/2021 4:09:25,1st year,Bad,44,Male,20,Cousin's House,Single,No,1,Normal,Yes,No,Yes,Friends,No,No,Yes,No,Yes,7
2/16/2021 4:12:25,3rd year,Bad,23,Male,22,Aunt's House,Single,Yes,3,Normal,Yes,Yes,No,Friends,Yes,Maybe,Neutral,No,No,7
2/16/2021 4:14:25,3rd year,Bad,31,Male,22,Home,Single,No,2,Good,Yes,No,No,Not applicable,Not applicable,Maybe,Yes,No,Yes,4
2/16/2021 4:16:25,1st year,Normal,50,Male,20,Department,Single,No,4,Normal,No,Yes,Yes,Family,No,Maybe,Neutral,No,No,6
2/16/2021 4:18:25,3rd year,Good,73,Male,22,Friend's House,Single,Yes,4,Normal,No,No,Yes,Not applicable,No,No,Neutral,No,No,9
2/16/2021 4:21:25,2nd year,Bad,36,Male,21,Town,Single,Yes,3,Good,Yes,No,No,Friends,Yes,Yes,Neutral,No,Yes,7
2/16/2021 4:23:25,3rd year,Good,75,Male,22,Restaurant,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,No,8
2/16/2021 4:25:26,3rd year,Normal,62,Male,22,Tour,Single,No,3,Good,Yes,Yes,Yes,Family,No,No,Yes,No,No,6
2/16/2021 4:28:26,3rd year,Good,88,Male,22,Tour,Single,Yes,4,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,10
2/16/2021 4:30:26,1st year,Good,78,Male,20,Friend's House,Single,Yes,3,Normal,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,6
2/16/2021 4:33:26,1st year,Normal,56,Male,20,Aunt's House,Single,No,5,Good,Yes,No,Yes,Not applicable,Yes,No,Neutral,No,Yes,7
2/16/2021 4:36:26,3rd year,Very good,100,Male,22,Cousin's House,Single,Yes,5,Normal,No,Yes,Yes,Family,Not applicable,No,Yes,No,Yes,8
2/16/2021 4:39:26,1st year,Normal,60,Male,20,Sister's House,Single,Yes,3,Good,Yes,No,No,Not applicable,No,Maybe,Neutral,Yes,No,7
2/16/2021 4:42:26,4th year,Bad,47,Male,23,Restaurant,Single,Yes,3,Bad,Yes,Yes,No,Not applicable,Yes,Yes,Yes,Yes,No,4
2/16/2021 4:45:26,1st year,Normal,66,Male,20,Hall-Mess,Single,No,4,Normal,No,No,Yes,Not applicable,Yes,No,Yes,Yes,Yes,6
2/16/2021 4:48:26,2nd year,Very bad,6,Male,21,Playground,Single,Yes,1,Good,Yes,Yes,No,Friends,No,No,No,No,No,6
2/16/2021 4:51:27,3rd year,Good,72,Male,22,Tour,Single,Yes,4,Good,No,Yes,Yes,Friends,Yes,No,Neutral,No,No,6
2/16/2021 4:54:27,4th year,Very good,97,Male,23,Hall-Mess,Single,Yes,5,Normal,No,No,Yes,Family,Yes,No,Yes,No,No,7
2/16/2021 4:57:27,2nd year,Good,74,Male,21,Friend's House,Single,Yes,5,Good,No,Yes,Yes,Family,No,No,Neutral,No,Yes,6
2/16/2021 5:00:27,4th year,Very bad,3,Male,23,Friend's House,Single,No,3,Good,Yes,Yes,Yes,Not applicable,Not applicable,No,No,No,No,7
2/16/2021 5:02:27,2nd year,Normal,55,Male,21,Cousin's House,Single,No,4,Normal,Yes,Yes,No,Family,Not applicable,No,Yes,No,Yes,8
2/16/2021 5:04:27,3rd year,Very good,92,Male,22,Restaurant,Single,Yes,4,Good,No,No,Yes,Not applicable,No,No,Neutral,No,No,6
2/16/2021 5:06:27,1st year,Bad,27,Male,20,Sister's House,Single,Yes,3,Bad,Yes,Yes,Yes,Friends,No,No,Yes,Yes,Yes,5
2/16/2021 6:31:32,3rd year,Normal,59,Male,22,Home,Single,Yes,4,Normal,Yes,No,Yes,Family,No,Maybe,Yes,No,Yes,8
2/16/2021 6:33:32,1st year,Very good,93,Male,20,Aunt's House,Single,Yes,4,Good,No,Yes,Yes,Family,No,No,Yes,No,Yes,8
2/16/2021 6:36:32,3rd year,Good,85,Male,22,Restaurant,Single,Yes,3,Good,No,Yes,Yes,Family,Not applicable,No,Neutral,No,Yes,7
2/16/2021 6:38:32,4th year,Very good,94,Male,23,Friend's House,Single,Yes,4,Good,No,No,Yes,Not applicable,Not applicable,No,Yes,No,Yes,7
2/16/2021 6:40:32,1st year,Normal,60,Male,20,Town,Single,No,5,Normal,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,No,7
2/16/2021 6:42:32,4th year,Normal,57,Male,23,Playground,Single,No,4,Normal,Yes,Yes,Yes,Not applicable,No,No,Yes,No,No,8
2/16/2021 6:44:32,3rd year,Bad,23,Male,22,Town,Single,Yes,2,Bad,Yes,No,No,Friends,Not applicable,No,No,No,No,5
2/16/2021 6:46:33,2nd year,Normal,53,Male,21,Mosque,Single,Yes,3,Normal,Yes,No,No,Friends,Yes,Maybe,Neutral,No,Yes,6
2/16/2021 6:49:33,1st year,Bad,46,Male,20,Mosque,Single,No,3,Normal,Yes,Yes,No,Family,Yes,Yes,No,No,No,4
2/16/2021 6:51:33,2nd year,Good,74,Male,21,Aunt's House,Single,Yes,3,Normal,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,9
2/16/2021 6:54:33,2nd year,Very good,99,Male,21,Friend's House,Single,Yes,4,Good,No,Yes,Yes,Not applicable,No,No,Yes,No,Yes,7
2/16/2021 6:57:33,4th year,Normal,63,Male,23,Town,Single,Yes,5,Good,No,No,No,Friends,No,No,Yes,No,Yes,8
2/16/2021 7:00:33,4th year,Bad,47,Male,23,Hall-Mess,Single,Yes,1,Normal,Yes,Yes,Yes,Friends,Yes,Maybe,Yes,No,No,5
2/16/2021 7:02:33,2nd year,Good,80,Male,21,Mosque,Single,Yes,4,Normal,No,No,Yes,Friends,Not applicable,No,Neutral,No,No,6
2/16/2021 7:04:33,2nd year,Normal,56,Male,21,Sister's House,Single,No,3,Good,No,No,Yes,Family,No,No,Yes,Yes,Yes,7
2/16/2021 7:07:34,1st year,Very bad,4,Male,20,Department,Single,No,2,Bad,Yes,No,Yes,Not applicable,Yes,Yes,Yes,No,No,4
2/16/2021 7:10:34,1st year,Good,71,Male,20,Playground,Single,Yes,3,Good,No,Yes,Yes,Family,No,No,Yes,No,No,6
2/16/2021 7:13:34,4th year,Very good,99,Male,23,Playground,Single,Yes,4,Good,No,No,Yes,Family,Not applicable,No,Yes,No,No,9
2/16/2021 7:16:34,2nd year,Very bad,10,Male,21,Home,Single,No,2,Normal,Yes,Yes,No,Family,Yes,Maybe,No,No,No,5
2/16/2021 7:19:34,4th year,Bad,30,Male,23,Mosque,Single,Yes,1,Bad,Yes,No,No,Not applicable,No,Yes,Yes,No,No,5
2/16/2021 7:21:34,1st year,Bad,39,Male,20,Sister's House,Single,No,1,Normal,Yes,Yes,No,Family,Yes,Yes,Neutral,Yes,Yes,7
2/16/2021 7:23:34,4th year,Good,76,Male,23,Cousin's House,Single,Yes,5,Normal,No,No,Yes,Not applicable,No,No,Yes,No,No,9
2/16/2021 7:25:34,4th year,Good,76,Male,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,No,9
2/16/2021 7:28:34,4th year,Normal,62,Male,23,Home,Single,Yes,5,Normal,Yes,No,No,Not applicable,Not applicable,Maybe,Neutral,No,Yes,7
2/16/2021 7:30:34,3rd year,Normal,54,Male,22,Department,Single,No,4,Normal,Yes,Yes,No,Friends,No,No,Neutral,No,No,6
2/16/2021 7:32:35,4th year,Normal,53,Male,23,Department,Single,Yes,3,Good,No,Yes,Yes,Friends,Yes,No,Yes,Yes,Yes,6
2/16/2021 7:34:35,1st year,Very good,93,Male,20,Playground,Single,Yes,5,Good,No,No,Yes,Not applicable,Not applicable,No,Neutral,No,No,10
2/16/2021 7:36:35,1st year,Good,76,Male,20,Department,Single,Yes,4,Normal,No,No,Yes,Friends,No,No,Neutral,No,No,8
2/16/2021 7:38:35,1st year,Good,70,Male,20,Mosque,Single,Yes,4,Normal,No,Yes,Yes,Friends,Yes,No,Neutral,No,No,8
2/16/2021 7:41:35,4th year,Very good,98,Male,23,Home,Single,Yes,3,Normal,No,No,Yes,Friends,No,No,Yes,No,No,9
2/16/2021 7:44:36,4th year,Good,73,Male,23,Aunt's House,Single,Yes,3,Good,No,No,Yes,Not applicable,Yes,No,Yes,No,Yes,6
2/16/2021 7:46:35,1st year,Bad,37,Male,20,Sister's House,Single,Yes,1,Bad,Yes,No,No,Not applicable,Not applicable,Yes,Yes,Yes,No,6
2/16/2021 7:48:36,3rd year,Bad,43,Male,22,Sister's House,Single,No,3,Normal,Yes,No,No,Not applicable,Yes,Yes,No,Yes,Yes,5
2/16/2021 7:51:36,1st year,Very bad,18,Male,20,Town,Single,No,2,Good,Yes,Yes,No,Family,No,No,Yes,No,Yes,4
